Index,Artist,Title,Mood,Lyrics
Wouldn't you love somebody to love?
You better find somebody to love
Love

When the garden flowers baby, are dead, yes
And your mind, your mind is so full of red
Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love

Your eyes, I say your eyes may look like his
Yeah, but in your head, baby I'm afraid you don't know where it is
Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love

Tears are running they're all running down your breast
And your friends, baby they treat you like a guest
Don't you want somebody to love?
Don't you need somebody to love?
Wouldn't you love somebody to love?
You better find somebody to love"

ML88,Boston,Let Me Take You Home Tonight,pos,"Now I'm not like this
I'm really kinda shy
But I get this feelin whenever you walk by
I dont wanna doubt you
I wanna make you high
If you could see a way to me
C'mon and let me try

Let me take you home tonight
Mama now it's alright
Let me take you home tonight
I'll show you sweet delight

You must understand this
I've watched you for so long
That I feel I've know you 
I know it can't be wrong
If we just get together
I want to make you see
I'm dreamin of your sweet love tonight
So mama let it be

Let me take you home tonight
Mama now it's alright
Let me take you home tonight
I'll show you sweet delight

I don't wanna make excuses
I don't wanna lie
I just gotta get loose
With you tonight

Let me take you home tonight
Mama now it's alright
Let me take you home tonight
I'll show you sweet delight

I don't wanna make excuses
I don't wanna lie
I just gotta get loose
With you tonight

I don't wanna doubt you
I wanna make you high
And I get this feelin' whenever you walk by
If we just get together
I want to make you see
I'm dreamin' of your sweet love tonight
So mama let it be

Let me take you home tonight
Mama, now it's alright
Let me take you home tonight
I'll show you sweet delight

I wanna show your sweet delight
Show your sweet delight
Pretty mama
Wanna show your sweet delight

Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight
Let me take you home tonight"

ML89,Scorpions,Still Loving You,pos,"Time, it needs time to win back your love again
I will be there, I will be there
Love, only love can bring back your love someday
I will be there, I will be there

Fight, baby, I'll fight to win back your love again
I will be there, I will be there
Love, only love can break down the walls someday
I will be there, I will be there

If we'd go again all the way from the start
I would try to change things that killed our love
Your pride has built the wall so strong that I can't get through
Is there really no chance to start once again?
I'm loving you

Try, baby, try to trust in my love again
I will be there, I will be there
Love, our love just shouldn't be thrown away
I will be there, I will be there

If we'd go again, all the way from the start
I would try to change things that killed our love
Your pride has built the wall so strong that I can't get through
Is there really no chance to start once again?

If we'd go again, all the way from the start
I would try to change things that killed our love
Yes, I've hurt your pride and I know what you've been through
You should give me a chance, this can't be the end

I'm still loving you
I'm still loving you
I'm still loving you, I need your love
I'm still loving you
Still loving you, baby, ooh

I'm still loving you, I need your love
I'm still loving you, I need your love
I'm still loving you, I need your love
I need your love
(Fade)"

ML91,Night Ranger,Don't Tell Me You Love Me,pos,"It ain't the way you move
It ain't the way that you move me
Oh no
It ain't the way you shake
It ain't the way that you shake me
Oh no
I've lived 25 years as a kid on the run
I've got a pistol for action

Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know

I love the way you use
I love the way that you use me
Oh yeah
I love the way you shoot
I love the way that you shoot to kill me
Oh yeah
It's taken miles and lines to learn the right from the wrong
I'll keep you hanging on

Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me I don't want to know

Don't tell me you love me
Don't tell me you love me
(You love me, you love me)
Don't tell me you love me
(You love me, you love me)
Don't tell me you love me
(You love me, you love me)
Don't tell me you love me
Love me, love me, love me
Yeah

Don't tell me you love me
Don't tell me you love me
Don't tell me, I don't want to know
Don't tell me you love me
Don't tell me you love me
Don't tell me, I don't want to know"

ML94,Guns N' Roses,Paradise City,pos,"Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home (oh, won't you please take me home?)

Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home (oh, won't you please take me home?)

Just an urchin livin' under the street
I'm a hard case that's tough to beat
I'm your charity case, so buy me somethin' to eat
I'll pay you at another time
Take it to the end of the line

Rags to riches or so they say
You gotta keep pushin' for the fortune and fame
You know it's, it's all a gamble when it's just a game
You treat it like a capital crime
Everybody's doin' their time

Take me down to the paradise city
Where the grass is green and the girls are pretty
Oh, won't you please take me home, yeah yeah?

Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home

Strapped in the chair of the city's gas chamber
Why I'm here, I can't quite remember
The surgeon general says it's hazardous to breathe
I'd have another cigarette but I can't see
Tell me who ya gonna believe

Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home, yeah yeah

Take me down to the paradise city
Where the grass is green and the girls are pretty
Oh, won't you please take me home, yeah?

So far away
So far away
So far away
So far away

Captain America's been torn apart
Now he's a court jester with a broken heart
He said, ""Turn me around and take me back to the start""
I must be losin' my mind, are you blind?
I've seen it all a million times

Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home, yeah yeah

Take me down to the paradise city
Where the grass is green and the girls are pretty
Oh, won't you please take me home?

Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home, yeah yeah

Take me down to the paradise city
Where the grass is green and the girls are pretty
Oh, won't you please take me home, home

Oh, I want to go, I want to know
Oh, won't you please take me home?
I want to see how good it can be
Oh, won't you please take me home?

Take me down to the paradise city
Where the grass is green and the girls are pretty
Take me home

Take me down to the paradise city
Where the grass is green and the girls are pretty
Oh, won't you please take me home?

Take me down, take me down
Oh, won't you please take me home?
I want to see how good it can be
Oh, won't you please take me home?

I want to see how good it can be
Oh, oh take me home

Take me down to the paradise city
Where the grass is green and the girls are pretty
Oh, won't you please take me home?

I want to know, I want to know
Oh, won't you please take me home?
Yeah, baby"

ML95,Yes,I've Seen All Good People,pos,"I. Your Move

I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way

Take a straight and stronger course
To the corner of your life
Make the white queen run so fast
She hasn't got time to make you a wife

'Cause it's time is time in time with your time
And its news is captured for the queen to use

Move me on to any black square
Use me anytime you want
Just remember that the goal
Is for us all to capture all we want
(Move me on to any black square)

Don't surround yourself with yourself
Move on back two squares
Send an instant karma to me
Initial it with loving care
(Don't surround yourself)

'Cause it's time is time in time with your time
And its news is captured for the queen to use

Diddit diddit diddit diddit diddit diddit diddit didda
Diddit diddit diddit diddit diddit diddit diddit didda
(Don't surround yourself with yourself)

Don't surround yourself with yourself
(Don't surround yourself)
Move on back two squares
Send an instant karma to me
(Send an instant karma to me)
Initial it with loving care
(Don't surround yourself)

'Cause it's time is time in time with your time
And its news is captured for the queen to use

Diddit diddit diddit diddit diddit diddit diddit didda
(All we are saying)
Diddit diddit diddit diddit diddit diddit diddit didda
(Is give peace a chance)
Diddit diddit diddit diddit diddit diddit diddit didda
(All we are saying)
Diddit diddit diddit diddit diddit diddit diddit didda
(Is give peace a chance)

'Cause it's time is time in time with your time
And its news is captured


II. All Good People

I've seen all good people turn their heads each day
So satisfied I'm on my way
I've seen all good people turn their heads each day
So satisfied I'm on my way

I've seen all good people turn their heads each day
So satisfied I'm on my way
